model,model_id,temperature,assortment_id,category,trial,choice,optimal_letter,chose_optimal
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_coffee_makers_02,coffee_makers,9,D,C,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_coffee_makers_03,coffee_makers,0,C,B,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_coffee_makers_03,coffee_makers,1,E,A,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_coffee_makers_03,coffee_makers,2,C,B,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_coffee_makers_03,coffee_makers,3,D,A,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_coffee_makers_03,coffee_makers,4,D,D,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_coffee_makers_03,coffee_makers,5,A,C,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_coffee_makers_03,coffee_makers,6,A,B,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_coffee_makers_03,coffee_makers,7,B,B,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_coffee_makers_03,coffee_makers,8,B,E,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_coffee_makers_03,coffee_makers,9,B,B,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_01,wireless_earbuds,0,C,C,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_01,wireless_earbuds,1,D,D,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_01,wireless_earbuds,2,D,D,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_01,wireless_earbuds,3,D,D,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_01,wireless_earbuds,4,B,B,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_01,wireless_earbuds,5,D,D,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_01,wireless_earbuds,6,B,B,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_01,wireless_earbuds,7,D,D,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_01,wireless_earbuds,8,E,E,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_01,wireless_earbuds,9,B,B,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_02,wireless_earbuds,0,B,E,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_02,wireless_earbuds,1,B,B,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_02,wireless_earbuds,2,A,A,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_02,wireless_earbuds,3,B,D,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_02,wireless_earbuds,4,C,C,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_02,wireless_earbuds,5,D,D,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_02,wireless_earbuds,6,E,A,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_02,wireless_earbuds,7,B,B,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_02,wireless_earbuds,8,A,A,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_02,wireless_earbuds,9,C,C,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_03,wireless_earbuds,0,C,E,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_03,wireless_earbuds,1,A,A,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_03,wireless_earbuds,2,B,C,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_03,wireless_earbuds,3,B,B,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_03,wireless_earbuds,4,A,C,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_03,wireless_earbuds,5,C,D,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_03,wireless_earbuds,6,A,A,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_03,wireless_earbuds,7,B,D,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_03,wireless_earbuds,8,B,B,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_earbuds_03,wireless_earbuds,9,A,E,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_smartwatches_01,smartwatches,0,A,A,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_smartwatches_01,smartwatches,1,C,C,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_smartwatches_01,smartwatches,2,A,A,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_smartwatches_01,smartwatches,3,C,C,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_smartwatches_01,smartwatches,4,C,C,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_smartwatches_01,smartwatches,5,A,A,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_smartwatches_01,smartwatches,6,D,D,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_smartwatches_01,smartwatches,7,A,A,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_smartwatches_01,smartwatches,8,A,A,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_smartwatches_01,smartwatches,9,A,A,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_robot_vacuums_01,robot_vacuums,0,A,A,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_robot_vacuums_01,robot_vacuums,1,B,B,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_robot_vacuums_01,robot_vacuums,2,C,D,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_robot_vacuums_01,robot_vacuums,3,A,A,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_robot_vacuums_01,robot_vacuums,4,C,D,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_robot_vacuums_01,robot_vacuums,5,A,D,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_robot_vacuums_01,robot_vacuums,6,A,A,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_robot_vacuums_01,robot_vacuums,7,A,D,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_robot_vacuums_01,robot_vacuums,8,B,B,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_robot_vacuums_01,robot_vacuums,9,C,D,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_portable_speakers_01,portable_speakers,0,E,E,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_portable_speakers_01,portable_speakers,1,C,C,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_portable_speakers_01,portable_speakers,2,B,B,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_portable_speakers_01,portable_speakers,3,A,A,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_portable_speakers_01,portable_speakers,4,D,D,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_portable_speakers_01,portable_speakers,5,A,A,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_portable_speakers_01,portable_speakers,6,C,C,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_portable_speakers_01,portable_speakers,7,E,E,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_portable_speakers_01,portable_speakers,8,A,A,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_portable_speakers_01,portable_speakers,9,D,D,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_keyboards_01,keyboards,0,C,C,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_keyboards_01,keyboards,1,C,C,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_keyboards_01,keyboards,2,A,A,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_keyboards_01,keyboards,3,D,D,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_keyboards_01,keyboards,4,C,D,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_keyboards_01,keyboards,5,B,E,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_keyboards_01,keyboards,6,C,D,False
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_keyboards_01,keyboards,7,C,C,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_keyboards_01,keyboards,8,B,B,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_keyboards_01,keyboards,9,D,D,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_external_ssds_01,external_ssds,0,B,B,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_external_ssds_01,external_ssds,1,E,E,True
gpt-4o-mini,gpt-4o-mini-2024-07-18,0.0,sr_external_ssds_01,external_ssds,2,B,B,True
