brand_name,variant,corpus,raw_count,category,query_type,is_fictional,familiarity_tier,query_string
Canon,Canon,RedPajama,6831027,all,brand_only,False,high,Canon
Canon,CANON,RedPajama,91056,all,brand_only,False,high,CANON
Canon,canon,RedPajama,5292442,all,brand_only,False,high,canon
Canon,Canon+camera,RedPajama,27749,cameras,brand_category,False,high,Canon camera
Canon,Canon+review,RedPajama,105,all,context_review,False,high,Canon review
Canon,Canon+best,RedPajama,80,all,context_best,False,high,Canon best
Canon,Canon+vs,RedPajama,1741,all,context_vs,False,high,Canon vs
Canon,Canon,Dolma,12873391,all,brand_only,False,high,Canon
Canon,CANON,Dolma,141863,all,brand_only,False,high,CANON
Canon,canon,Dolma,8087713,all,brand_only,False,high,canon
Canon,Canon+camera,Dolma,93919,cameras,brand_category,False,high,Canon camera
Canon,Canon+review,Dolma,319,all,context_review,False,high,Canon review
Canon,Canon+best,Dolma,269,all,context_best,False,high,Canon best
Canon,Canon+vs,Dolma,5664,all,context_vs,False,high,Canon vs
Canon,Canon,Pile,973338,all,brand_only,False,high,Canon
Canon,CANON,Pile,17501,all,brand_only,False,high,CANON
Canon,canon,Pile,911395,all,brand_only,False,high,canon
Canon,Canon+camera,Pile,4127,cameras,brand_category,False,high,Canon camera
Canon,Canon+review,Pile,34,all,context_review,False,high,Canon review
Canon,Canon+best,Pile,7,all,context_best,False,high,Canon best
Canon,Canon+vs,Pile,257,all,context_vs,False,high,Canon vs
Canon,Canon,C4,1636948,all,brand_only,False,high,Canon
Canon,CANON,C4,22000,all,brand_only,False,high,CANON
Canon,canon,C4,493471,all,brand_only,False,high,canon
Canon,Canon+camera,C4,9487,cameras,brand_category,False,high,Canon camera
Canon,Canon+review,C4,23,all,context_review,False,high,Canon review
Canon,Canon+best,C4,54,all,context_best,False,high,Canon best
Canon,Canon+vs,C4,468,all,context_vs,False,high,Canon vs
De'Longhi,De'Longhi,RedPajama,6589,all,brand_only,False,high,De'Longhi
De'Longhi,DeLonghi,RedPajama,14220,all,brand_only,False,high,DeLonghi
De'Longhi,de longhi,RedPajama,66,all,brand_only,False,high,de longhi
De'Longhi,Delonghi,RedPajama,9835,all,brand_only,False,high,Delonghi
De'Longhi,De Longhi,RedPajama,928,all,brand_only,False,high,De Longhi
De'Longhi,De'Longhi+coffee,RedPajama,118,coffee_makers,brand_category,False,high,De'Longhi coffee
De'Longhi,De'Longhi+review,RedPajama,0,all,context_review,False,high,De'Longhi review
De'Longhi,De'Longhi+best,RedPajama,0,all,context_best,False,high,De'Longhi best
De'Longhi,De'Longhi+vs,RedPajama,0,all,context_vs,False,high,De'Longhi vs
De'Longhi,De'Longhi,Dolma,25108,all,brand_only,False,high,De'Longhi
De'Longhi,DeLonghi,Dolma,98215,all,brand_only,False,high,DeLonghi
De'Longhi,de longhi,Dolma,539,all,brand_only,False,high,de longhi
De'Longhi,Delonghi,Dolma,64359,all,brand_only,False,high,Delonghi
De'Longhi,De Longhi,Dolma,4113,all,brand_only,False,high,De Longhi
De'Longhi,De'Longhi+coffee,Dolma,465,coffee_makers,brand_category,False,high,De'Longhi coffee
De'Longhi,De'Longhi+review,Dolma,1,all,context_review,False,high,De'Longhi review
De'Longhi,De'Longhi+best,Dolma,1,all,context_best,False,high,De'Longhi best
De'Longhi,De'Longhi+vs,Dolma,18,all,context_vs,False,high,De'Longhi vs
De'Longhi,De'Longhi,Pile,770,all,brand_only,False,high,De'Longhi
De'Longhi,DeLonghi,Pile,1979,all,brand_only,False,high,DeLonghi
De'Longhi,de longhi,Pile,6,all,brand_only,False,high,de longhi
De'Longhi,Delonghi,Pile,1219,all,brand_only,False,high,Delonghi
De'Longhi,De Longhi,Pile,121,all,brand_only,False,high,De Longhi
De'Longhi,De'Longhi+coffee,Pile,6,coffee_makers,brand_category,False,high,De'Longhi coffee
De'Longhi,De'Longhi+review,Pile,0,all,context_review,False,high,De'Longhi review
De'Longhi,De'Longhi+best,Pile,0,all,context_best,False,high,De'Longhi best
De'Longhi,De'Longhi+vs,Pile,0,all,context_vs,False,high,De'Longhi vs
De'Longhi,De'Longhi,C4,2699,all,brand_only,False,high,De'Longhi
De'Longhi,DeLonghi,C4,9352,all,brand_only,False,high,DeLonghi
De'Longhi,de longhi,C4,59,all,brand_only,False,high,de longhi
De'Longhi,Delonghi,C4,7054,all,brand_only,False,high,Delonghi
De'Longhi,De Longhi,C4,463,all,brand_only,False,high,De Longhi
De'Longhi,De'Longhi+coffee,C4,35,coffee_makers,brand_category,False,high,De'Longhi coffee
De'Longhi,De'Longhi+review,C4,0,all,context_review,False,high,De'Longhi review
De'Longhi,De'Longhi+best,C4,0,all,context_best,False,high,De'Longhi best
De'Longhi,De'Longhi+vs,C4,0,all,context_vs,False,high,De'Longhi vs
Dell,Dell,RedPajama,5193162,all,brand_only,False,high,Dell
Dell,DELL,RedPajama,223964,all,brand_only,False,high,DELL
Dell,dell,RedPajama,4524734,all,brand_only,False,high,dell
Dell,Dell+laptop,RedPajama,34344,laptops,brand_category,False,high,Dell laptop
Dell,Dell+monitor,RedPajama,4237,monitors,brand_category,False,high,Dell monitor
Dell,Dell+review,RedPajama,95,all,context_review,False,high,Dell review
Dell,Dell+best,RedPajama,125,all,context_best,False,high,Dell best
Dell,Dell+vs,RedPajama,585,all,context_vs,False,high,Dell vs
Dell,Dell,Dolma,11106832,all,brand_only,False,high,Dell
Dell,DELL,Dolma,426954,all,brand_only,False,high,DELL
Dell,dell,Dolma,4008486,all,brand_only,False,high,dell
Dell,Dell+laptop,Dolma,160627,laptops,brand_category,False,high,Dell laptop
Dell,Dell+monitor,Dolma,24095,monitors,brand_category,False,high,Dell monitor
Dell,Dell+review,Dolma,142,all,context_review,False,high,Dell review
Dell,Dell+best,Dolma,335,all,context_best,False,high,Dell best
Dell,Dell+vs,Dolma,2100,all,context_vs,False,high,Dell vs
Dell,Dell,Pile,758299,all,brand_only,False,high,Dell
Dell,DELL,Pile,64788,all,brand_only,False,high,DELL
Dell,dell,Pile,1927561,all,brand_only,False,high,dell
Dell,Dell+laptop,Pile,7727,laptops,brand_category,False,high,Dell laptop
Dell,Dell+monitor,Pile,1189,monitors,brand_category,False,high,Dell monitor
Dell,Dell+review,Pile,17,all,context_review,False,high,Dell review
Dell,Dell+best,Pile,20,all,context_best,False,high,Dell best
Dell,Dell+vs,Pile,62,all,context_vs,False,high,Dell vs
Dell,Dell,C4,1176615,all,brand_only,False,high,Dell
Dell,DELL,C4,75773,all,brand_only,False,high,DELL
Dell,dell,C4,233156,all,brand_only,False,high,dell
Dell,Dell+laptop,C4,16247,laptops,brand_category,False,high,Dell laptop
Dell,Dell+monitor,C4,1832,monitors,brand_category,False,high,Dell monitor
Dell,Dell+review,C4,15,all,context_review,False,high,Dell review
Dell,Dell+best,C4,40,all,context_best,False,high,Dell best
Dell,Dell+vs,C4,117,all,context_vs,False,high,Dell vs
Dyson,Dyson,RedPajama,1393625,all,brand_only,False,high,Dyson
Dyson,dyson,RedPajama,47244,all,brand_only,False,high,dyson
Dyson,DYSON,RedPajama,16707,all,brand_only,False,high,DYSON
Dyson,Dyson+robot vacuum,RedPajama,119,robot_vacuums,brand_category,False,high,Dyson robot vacuum
Dyson,Dyson+review,RedPajama,122,all,context_review,False,high,Dyson review
Dyson,Dyson+best,RedPajama,820,all,context_best,False,high,Dyson best
Dyson,Dyson+vs,RedPajama,277,all,context_vs,False,high,Dyson vs
Dyson,Dyson,Dolma,2342393,all,brand_only,False,high,Dyson
Dyson,dyson,Dolma,111100,all,brand_only,False,high,dyson
Dyson,DYSON,Dolma,18136,all,brand_only,False,high,DYSON
Dyson,Dyson+robot vacuum,Dolma,231,robot_vacuums,brand_category,False,high,Dyson robot vacuum
Dyson,Dyson+review,Dolma,258,all,context_review,False,high,Dyson review
Dyson,Dyson+best,Dolma,101,all,context_best,False,high,Dyson best
Dyson,Dyson+vs,Dolma,669,all,context_vs,False,high,Dyson vs
Dyson,Dyson,Pile,252000,all,brand_only,False,high,Dyson
Dyson,dyson,Pile,3000,all,brand_only,False,high,dyson
Dyson,DYSON,Pile,2056,all,brand_only,False,high,DYSON
Dyson,Dyson+robot vacuum,Pile,19,robot_vacuums,brand_category,False,high,Dyson robot vacuum
Dyson,Dyson+review,Pile,12,all,context_review,False,high,Dyson review
Dyson,Dyson+best,Pile,3,all,context_best,False,high,Dyson best
Dyson,Dyson+vs,Pile,30,all,context_vs,False,high,Dyson vs
Dyson,Dyson,C4,180012,all,brand_only,False,high,Dyson
Dyson,dyson,C4,32272,all,brand_only,False,high,dyson
Dyson,DYSON,C4,1400,all,brand_only,False,high,DYSON
Dyson,Dyson+robot vacuum,C4,24,robot_vacuums,brand_category,False,high,Dyson robot vacuum
Dyson,Dyson+review,C4,22,all,context_review,False,high,Dyson review
Dyson,Dyson+best,C4,800,all,context_best,False,high,Dyson best
Dyson,Dyson+vs,C4,29,all,context_vs,False,high,Dyson vs
Google,Google Pixel,RedPajama,394105,all,brand_only,False,high,Google Pixel
Google,Google Nest,RedPajama,47029,all,brand_only,False,high,Google Nest
Google,Google Pixel+smartphone,RedPajama,2546,smartphones,brand_category,False,high,Google Pixel smartphone
Google,Google Pixel+earbuds,RedPajama,56,wireless_earbuds,brand_category,False,high,Google Pixel earbuds
Google,Google Pixel+router,RedPajama,0,wireless_routers,brand_category,False,high,Google Pixel router
Google,Google Pixel+review,RedPajama,161,all,context_review,False,high,Google Pixel review
Google,Google Pixel+best,RedPajama,5,all,context_best,False,high,Google Pixel best
Google,Google Pixel+vs,RedPajama,352,all,context_vs,False,high,Google Pixel vs
Google,Google Pixel,Dolma,834011,all,brand_only,False,high,Google Pixel
Google,Google Nest,Dolma,150173,all,brand_only,False,high,Google Nest
Google,Google Pixel+smartphone,Dolma,4981,smartphones,brand_category,False,high,Google Pixel smartphone
Google,Google Pixel+earbuds,Dolma,109,wireless_earbuds,brand_category,False,high,Google Pixel earbuds
Google,Google Pixel+router,Dolma,0,wireless_routers,brand_category,False,high,Google Pixel router
Google,Google Pixel+review,Dolma,294,all,context_review,False,high,Google Pixel review
Google,Google Pixel+best,Dolma,11,all,context_best,False,high,Google Pixel best
Google,Google Pixel+vs,Dolma,498,all,context_vs,False,high,Google Pixel vs
Google,Google Pixel,Pile,34368,all,brand_only,False,high,Google Pixel
Google,Google Nest,Pile,2064,all,brand_only,False,high,Google Nest
Google,Google Pixel+smartphone,Pile,212,smartphones,brand_category,False,high,Google Pixel smartphone
Google,Google Pixel+earbuds,Pile,3,wireless_earbuds,brand_category,False,high,Google Pixel earbuds
Google,Google Pixel+router,Pile,0,wireless_routers,brand_category,False,high,Google Pixel router
Google,Google Pixel+review,Pile,19,all,context_review,False,high,Google Pixel review
Google,Google Pixel+best,Pile,0,all,context_best,False,high,Google Pixel best
Google,Google Pixel+vs,Pile,27,all,context_vs,False,high,Google Pixel vs
Google,Google Pixel,C4,69070,all,brand_only,False,high,Google Pixel
Google,Google Nest,C4,747,all,brand_only,False,high,Google Nest
Google,Google Pixel+smartphone,C4,471,smartphones,brand_category,False,high,Google Pixel smartphone
Google,Google Pixel+earbuds,C4,9,wireless_earbuds,brand_category,False,high,Google Pixel earbuds
Google,Google Pixel+router,C4,0,wireless_routers,brand_category,False,high,Google Pixel router
Google,Google Pixel+review,C4,27,all,context_review,False,high,Google Pixel review
Google,Google Pixel+best,C4,3,all,context_best,False,high,Google Pixel best
Google,Google Pixel+vs,C4,54,all,context_vs,False,high,Google Pixel vs
HP,HP,RedPajama,11560953,all,brand_only,False,high,HP
HP,Hewlett-Packard,RedPajama,524655,all,brand_only,False,high,Hewlett-Packard
HP,Hewlett Packard,RedPajama,348575,all,brand_only,False,high,Hewlett Packard
HP,HP Pavilion,RedPajama,137617,all,brand_only,False,high,HP Pavilion
HP,HP Envy,RedPajama,65188,all,brand_only,False,high,HP Envy
HP,HP+laptop,RedPajama,32775,laptops,brand_category,False,high,HP laptop
HP,HP+review,RedPajama,509,all,context_review,False,high,HP review
HP,HP+best,RedPajama,140,all,context_best,False,high,HP best
HP,HP+vs,RedPajama,1116,all,context_vs,False,high,HP vs
HP,HP,Dolma,31527108,all,brand_only,False,high,HP
HP,Hewlett-Packard,Dolma,843333,all,brand_only,False,high,Hewlett-Packard
HP,Hewlett Packard,Dolma,540582,all,brand_only,False,high,Hewlett Packard
HP,HP Pavilion,Dolma,434981,all,brand_only,False,high,HP Pavilion
HP,HP Envy,Dolma,186651,all,brand_only,False,high,HP Envy
HP,HP+laptop,Dolma,174562,laptops,brand_category,False,high,HP laptop
HP,HP+review,Dolma,1138,all,context_review,False,high,HP review
HP,HP+best,Dolma,660,all,context_best,False,high,HP best
HP,HP+vs,Dolma,6542,all,context_vs,False,high,HP vs
HP,HP,Pile,3724111,all,brand_only,False,high,HP
HP,Hewlett-Packard,Pile,97291,all,brand_only,False,high,Hewlett-Packard
HP,Hewlett Packard,Pile,38785,all,brand_only,False,high,Hewlett Packard
HP,HP Pavilion,Pile,13768,all,brand_only,False,high,HP Pavilion
HP,HP Envy,Pile,5431,all,brand_only,False,high,HP Envy
HP,HP+laptop,Pile,7426,laptops,brand_category,False,high,HP laptop
HP,HP+review,Pile,76,all,context_review,False,high,HP review
HP,HP+best,Pile,16,all,context_best,False,high,HP best
HP,HP+vs,Pile,787,all,context_vs,False,high,HP vs
HP,HP,C4,3652451,all,brand_only,False,high,HP
HP,Hewlett-Packard,C4,84479,all,brand_only,False,high,Hewlett-Packard
HP,Hewlett Packard,C4,69786,all,brand_only,False,high,Hewlett Packard
HP,HP Pavilion,C4,82071,all,brand_only,False,high,HP Pavilion
HP,HP Envy,C4,34636,all,brand_only,False,high,HP Envy
HP,HP+laptop,C4,18152,laptops,brand_category,False,high,HP laptop
HP,HP+review,C4,184,all,context_review,False,high,HP review
HP,HP+best,C4,84,all,context_best,False,high,HP best
HP,HP+vs,C4,280,all,context_vs,False,high,HP vs
Hydro Flask,Hydro Flask,RedPajama,25871,all,brand_only,False,high,Hydro Flask
Hydro Flask,HydroFlask,RedPajama,840,all,brand_only,False,high,HydroFlask
Hydro Flask,Hydroflask,RedPajama,3104,all,brand_only,False,high,Hydroflask
Hydro Flask,hydro flask,RedPajama,8869,all,brand_only,False,high,hydro flask
Hydro Flask,Hydro Flask+water bottle,RedPajama,247,water_bottles,brand_category,False,high,Hydro Flask water bottle
Hydro Flask,Hydro Flask+review,RedPajama,10,all,context_review,False,high,Hydro Flask review
Hydro Flask,Hydro Flask+best,RedPajama,0,all,context_best,False,high,Hydro Flask best
Hydro Flask,Hydro Flask+vs,RedPajama,63,all,context_vs,False,high,Hydro Flask vs
Hydro Flask,Hydro Flask,Dolma,83589,all,brand_only,False,high,Hydro Flask
Hydro Flask,HydroFlask,Dolma,4890,all,brand_only,False,high,HydroFlask
Hydro Flask,Hydroflask,Dolma,17505,all,brand_only,False,high,Hydroflask
Hydro Flask,hydro flask,Dolma,23846,all,brand_only,False,high,hydro flask
Hydro Flask,Hydro Flask+water bottle,Dolma,1525,water_bottles,brand_category,False,high,Hydro Flask water bottle
Hydro Flask,Hydro Flask+review,Dolma,70,all,context_review,False,high,Hydro Flask review
Hydro Flask,Hydro Flask+best,Dolma,3,all,context_best,False,high,Hydro Flask best
Hydro Flask,Hydro Flask+vs,Dolma,435,all,context_vs,False,high,Hydro Flask vs
Hydro Flask,Hydro Flask,Pile,1569,all,brand_only,False,high,Hydro Flask
Hydro Flask,HydroFlask,Pile,108,all,brand_only,False,high,HydroFlask
Hydro Flask,Hydroflask,Pile,314,all,brand_only,False,high,Hydroflask
Hydro Flask,hydro flask,Pile,260,all,brand_only,False,high,hydro flask
Hydro Flask,Hydro Flask+water bottle,Pile,24,water_bottles,brand_category,False,high,Hydro Flask water bottle
Hydro Flask,Hydro Flask+review,Pile,2,all,context_review,False,high,Hydro Flask review
Hydro Flask,Hydro Flask+best,Pile,0,all,context_best,False,high,Hydro Flask best
Hydro Flask,Hydro Flask+vs,Pile,3,all,context_vs,False,high,Hydro Flask vs
Hydro Flask,Hydro Flask,C4,8503,all,brand_only,False,high,Hydro Flask
Hydro Flask,HydroFlask,C4,415,all,brand_only,False,high,HydroFlask
Hydro Flask,Hydroflask,C4,1438,all,brand_only,False,high,Hydroflask
Hydro Flask,hydro flask,C4,1550,all,brand_only,False,high,hydro flask
Hydro Flask,Hydro Flask+water bottle,C4,95,water_bottles,brand_category,False,high,Hydro Flask water bottle
Hydro Flask,Hydro Flask+review,C4,10,all,context_review,False,high,Hydro Flask review
Hydro Flask,Hydro Flask+best,C4,0,all,context_best,False,high,Hydro Flask best
Hydro Flask,Hydro Flask+vs,C4,53,all,context_vs,False,high,Hydro Flask vs
JanSport,JanSport,RedPajama,14513,all,brand_only,False,high,JanSport
JanSport,Jansport,RedPajama,9970,all,brand_only,False,high,Jansport
JanSport,JANSPORT,RedPajama,283,all,brand_only,False,high,JANSPORT
JanSport,jansport,RedPajama,1271,all,brand_only,False,high,jansport
JanSport,JanSport+backpack,RedPajama,1075,backpacks,brand_category,False,high,JanSport backpack
JanSport,JanSport+review,RedPajama,0,all,context_review,False,high,JanSport review
JanSport,JanSport+best,RedPajama,1,all,context_best,False,high,JanSport best
JanSport,JanSport+vs,RedPajama,4,all,context_vs,False,high,JanSport vs
JanSport,JanSport,Dolma,31354,all,brand_only,False,high,JanSport
JanSport,Jansport,Dolma,34574,all,brand_only,False,high,Jansport
JanSport,JANSPORT,Dolma,492,all,brand_only,False,high,JANSPORT
JanSport,jansport,Dolma,5744,all,brand_only,False,high,jansport
JanSport,JanSport+backpack,Dolma,3691,backpacks,brand_category,False,high,JanSport backpack
JanSport,JanSport+review,Dolma,0,all,context_review,False,high,JanSport review
JanSport,JanSport+best,Dolma,12,all,context_best,False,high,JanSport best
JanSport,JanSport+vs,Dolma,3,all,context_vs,False,high,JanSport vs
JanSport,JanSport,Pile,1760,all,brand_only,False,high,JanSport
